Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10822582,2020-10-02 17:54:08,2020-01-03 10:36:54,33125074,8946314501,33125074,270,3518,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822582/SRR10822582.lite.1,SRX7495971,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937571,SAMN13717924,simple,9606,Homo sapiens,GSM4247515,,,,,,,no,,,,,GEO,SRA1019683,,public,E149071EAF478D8DCCFC59ACAC9B5DDD,3024243EF8DE6E26D9B2083BC90F6C00
SRR10822583,2020-10-02 17:54:08,2020-01-03 10:36:19,32853942,8396683260,32853942,255,3299,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR010/10822/SRR10822583/SRR10822583.lite.1,SRX7495972,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937572,SAMN13717923,simple,9606,Homo sapiens,GSM4247516,,,,,,,no,,,,,GEO,SRA1019683,,public,2492CEE1E5ED4DBC8022FD9A9B826C08,C042DC85ABF9FE5FD451667E48CE2D21
SRR10822584,2020-10-02 17:54:08,2020-01-03 10:36:26,32419149,8792247836,32419149,271,3455,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR010/10822/SRR10822584/SRR10822584.lite.1,SRX7495973,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937573,SAMN13717922,simple,9606,Homo sapiens,GSM4247517,,,,,,,no,,,,,GEO,SRA1019683,,public,BF318CD7C018C2A6784D67BDFCFF4B1E,D2984F317F20385D67B75B30D543A7BD
SRR10822585,2020-10-02 17:54:08,2020-01-03 10:31:25,26434823,7008417042,26434823,265,3040,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822585/SRR10822585.lite.1,SRX7495974,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937574,SAMN13717921,simple,9606,Homo sapiens,GSM4247518,,,,,,,no,,,,,GEO,SRA1019683,,public,2EB5D4AD9B141C388B02014F2AA1498A,220F80CDB0EEF7D03BA14CEC4572DB86
SRR10822586,2020-10-02 17:54:08,2020-01-03 10:34:09,32377877,8857041259,32377877,273,3546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822586/SRR10822586.lite.1,SRX7495975,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937575,SAMN13717920,simple,9606,Homo sapiens,GSM4247519,,,,,,,no,,,,,GEO,SRA1019683,,public,AB0DFA345F16EC39E732AF8E7257771C,4A90F490A7B154CBFB931D00A34D3685
SRR10822587,2020-10-02 17:54:08,2020-01-03 10:41:36,43413210,12078984690,43413210,278,4861,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822587/SRR10822587.lite.1,SRX7495976,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937576,SAMN13717919,simple,9606,Homo sapiens,GSM4247520,,,,,,,no,,,,,GEO,SRA1019683,,public,A74FF057B9D6B99DBABD96669AEB574D,943684DCCB4C88EB93C4859389FFE585
SRR10822588,2020-10-02 17:54:08,2020-01-03 10:30:24,23450593,6567759474,23450593,280,2695,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822588/SRR10822588.lite.1,SRX7495977,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937577,SAMN13717918,simple,9606,Homo sapiens,GSM4247521,,,,,,,no,,,,,GEO,SRA1019683,,public,5521F70159CA7F8862731BF92BA840BE,336D96BB74A7454DCE8F502BF6AA71A8
SRR10822589,2020-10-02 17:54:08,2020-01-03 10:37:25,33699506,8177361700,33699506,242,3391,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR010/10822/SRR10822589/SRR10822589.lite.1,SRX7495978,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937578,SAMN13717917,simple,9606,Homo sapiens,GSM4247522,,,,,,,no,,,,,GEO,SRA1019683,,public,9B869DF64FF01ABB855B431F9AE73189,B25E13426C47400B0CFE8300D49D5614
SRR10822590,2020-10-02 17:54:08,2020-01-03 10:39:51,37487001,10169692516,37487001,271,4170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/822/SRR10822590/SRR10822590.lite.1,SRX7495979,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937579,SAMN13717916,simple,9606,Homo sapiens,GSM4247523,,,,,,,no,,,,,GEO,SRA1019683,,public,187F3D92E20D587C24966CFA4AA7814B,F8A8DE85A3415EAC8A98FB28D3B9F9C2
SRR10822591,2020-10-02 17:54:08,2020-01-03 10:35:16,33386443,8943136742,33386443,267,3707,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822591/SRR10822591.lite.1,SRX7495980,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937580,SAMN13717915,simple,9606,Homo sapiens,GSM4247524,,,,,,,no,,,,,GEO,SRA1019683,,public,CACBD819F8253FE063E16E78663E9E3F,03FBC02D136BECBC78F15488FE5A01C6
SRR10822592,2020-10-02 17:54:08,2020-01-03 10:37:22,42662304,11690036540,42662304,274,4614,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822592/SRR10822592.lite.1,SRX7495981,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937581,SAMN13717914,simple,9606,Homo sapiens,GSM4247525,,,,,,,no,,,,,GEO,SRA1019683,,public,6D938D87E4AB5D3B5C0EBB2F22B3A0ED,6BB93FAB4A68FEA2BA446886E9764E11
SRR10822593,2020-10-02 17:54:08,2020-01-03 10:43:26,41862555,10786462270,41862555,257,4127,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822593/SRR10822593.lite.1,SRX7495982,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937582,SAMN13717913,simple,9606,Homo sapiens,GSM4247526,,,,,,,no,,,,,GEO,SRA1019683,,public,B03FFFCC6F509BF7D59213154C897928,B9C45408ED994D706255E40DC837EAEC
SRR10822594,2020-10-02 17:54:08,2020-01-03 10:38:30,32392002,8894801445,32392002,274,3353,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10822/SRR10822594/SRR10822594.lite.1,SRX7495983,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937583,SAMN13717952,simple,9606,Homo sapiens,GSM4247527,,,,,,,no,,,,,GEO,SRA1019683,,public,5241DB867E4CBD4C12C06A767BBE862A,688309AD76D6881F887071EC8B425E82
SRR10822595,2020-10-02 17:54:08,2020-01-03 10:31:31,22236566,5918729879,22236566,266,2285,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822595/SRR10822595.lite.1,SRX7495984,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937584,SAMN13717949,simple,9606,Homo sapiens,GSM4247528,,,,,,,no,,,,,GEO,SRA1019683,,public,9915296647238F892ED0365044A07BB5,64130E6AD501487BA7BE35361D108997
SRR10822596,2020-10-02 17:54:08,2020-01-03 10:31:04,28884230,6992344791,28884230,242,2982,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822596/SRR10822596.lite.1,SRX7495985,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937585,SAMN13717948,simple,9606,Homo sapiens,GSM4247529,,,,,,,no,,,,,GEO,SRA1019683,,public,2F1857BCDC2E514E305544D3CF9DA1AE,13631035202C2107F76312CFF65569A7
SRR10822597,2020-10-02 17:54:08,2020-01-03 10:32:53,24027447,6275821741,24027447,261,2716,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822597/SRR10822597.lite.1,SRX7495986,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937586,SAMN13717947,simple,9606,Homo sapiens,GSM4247530,,,,,,,no,,,,,GEO,SRA1019683,,public,B3D382A57C0CEF157905CD0AEB6C332A,8227BB05C5F9EAD23E16ABCB0B21AC36
SRR10822598,2020-10-02 17:54:08,2020-01-03 10:36:47,29251331,7549532431,29251331,258,3268,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/822/SRR10822598/SRR10822598.lite.1,SRX7495987,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937587,SAMN13717946,simple,9606,Homo sapiens,GSM4247531,,,,,,,no,,,,,GEO,SRA1019683,,public,6BBAA1135DCD5C5124D6143911782E9A,F8ECD1156ED45AB071B502D034B254A1
SRR10822599,2020-10-02 17:54:09,2020-01-03 10:37:04,32882705,7910799565,32882705,240,3265,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822599/SRR10822599.lite.1,SRX7495988,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937588,SAMN13717945,simple,9606,Homo sapiens,GSM4247532,,,,,,,no,,,,,GEO,SRA1019683,,public,57DC28F0CF733ED09AAE3CAF4BB5547B,39B122BFBDF70BC2C7CF01B21BC808BD
SRR10822600,2020-10-02 17:54:09,2020-01-03 10:29:40,20275875,5377131755,20275875,265,2352,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822600/SRR10822600.lite.1,SRX7495989,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937589,SAMN13717951,simple,9606,Homo sapiens,GSM4247533,,,,,,,no,,,,,GEO,SRA1019683,,public,FA7154B846195EF830B2ABF69FFA18E0,BE22A5586FC0F61DEB5193F3D0D5CA0E
SRR10822601,2020-10-02 17:54:09,2020-01-03 10:32:57,23289302,6256269333,23289302,268,2750,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822601/SRR10822601.lite.1,SRX7495990,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937590,SAMN13717950,simple,9606,Homo sapiens,GSM4247534,,,,,,,no,,,,,GEO,SRA1019683,,public,DA0B61DF480DB48353023365E9E52C90,6BCEBE5A33D30C38DE6E2E04665FC194
SRR10822602,2020-10-02 17:54:09,2020-01-03 10:35:56,33993186,9240307117,33993186,271,3840,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822602/SRR10822602.lite.1,SRX7495991,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937591,SAMN13717944,simple,9606,Homo sapiens,GSM4247535,,,,,,,no,,,,,GEO,SRA1019683,,public,BDC2C4CF5E66C0CB0383C9BB7276F550,2E237F062B9A450F229A1ECB3AB050C8
SRR10822603,2020-10-02 17:54:09,2020-01-03 10:29:14,21528820,5646396839,21528820,262,2459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822603/SRR10822603.lite.1,SRX7495992,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937592,SAMN13717943,simple,9606,Homo sapiens,GSM4247536,,,,,,,no,,,,,GEO,SRA1019683,,public,05B066C8B16378F8B72BE53CDAEEDB0C,E2EB2B8E9CD83E82BA0ED8E941EBF3D5
SRR10822604,2020-10-02 17:54:09,2020-01-03 10:34:05,35497531,8489020043,35497531,239,3520,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10822/SRR10822604/SRR10822604.lite.1,SRX7495993,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP239389,PRJNA598835,3,598835,SRS5937593,SAMN13717942,simple,9606,Homo sapiens,GSM4247537,,,,,,,no,,,,,GEO,SRA1019683,,public,9E43FD6875F940A3068CAF0CD8C7E774,CBC4F3FEDD2060C44F7DCE475E3574CE
